,nome-geografico,match,name,nome-vide,vide_type,lookup,faculdade,nome-pai,uc-entrada,match_error,match_obs
288108,Porto,,Arsénio Urbano de Mendonça Brito e Carvalhal,Arsénio Urbano de Mendonça Furtado,rep,Arsénio Urbano de Mendonça Furtado,,,0000-00-00,False,
209945,,,Artur Cabrita de Sousa Leite,Artur de Santa Ana Leite,rep,Artur de Santa Ana Leite,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
270600,Covilhã,,Artur Euler de Carvalho Alves,Artur Euler Alves de Carvalho,rep,Artur Euler Alves de Carvalho,,,0000-00-00,False,
254159,Casal Ermio,,Atanásio Lourenço,Neto,add,Atanásio Lourenço Neto,Medicina,Manuel Lourenço,1680-04-05,False,
288359,Brasil,,Augusto Henrique Ribeiro de Carvalho,Ribeiro,cut,Augusto Henrique Ribeiro,,,0000-00-00,False,
288359,Rio de Janeiro,,Augusto Henrique Ribeiro de Carvalho,Ribeiro,cut,Augusto Henrique Ribeiro,,,0000-00-00,False,
202416,Penacova,,Augusto Herminio Leitão,Augusto Herminio Serafim Madeira Leitão,rep,Augusto Herminio Serafim Madeira Leitão,,,0000-00-00,False,
296492,Arganil,,Augusto das Neves e Sousa Pimenta,Augusto das Neves e Sousa,cut,Augusto das Neves e Sousa,,,0000-00-00,False,
296492,Côja,,Augusto das Neves e Sousa Pimenta,Augusto das Neves e Sousa,cut,Augusto das Neves e Sousa,,,0000-00-00,False,
274689,Coimbra,,Avelino César Augusto Maria Calisto,Avelino César Augusto Maria,cut,Avelino César Augusto Maria,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
272561,Lisboa,,Azurara,Visconde de,add,Azurara Visconde de,,Visconde de Azurara,0000-00-00,False,
145764,Caminha,,Baltasar de Amorim,e Sousa,add,Baltasar de Amorim e Sousa,,,0000-00-00,False,
186593,Manteigas,,Baltasar Botelho,Carvalho,add,Baltasar Botelho Carvalho,Cânones,Francisco Botelho,1635-10-23,False,
153656,Manteigas,,Baltasar Botelho de Carvalho padre,Botelho,cut,Baltasar Botelho,Cânones,,1658-01-25,False,
138818,Vila Flor,,Baltasar Cardoso Dias,Cardoso,cut,Baltasar Cardoso,,,0000-00-00,False,
212162,Vila Viçosa,,Baltasar da Fonseca Lemos,Rodrigues,add,Baltasar da Fonseca Lemos Rodrigues,Cânones,Manuel Lemos,1634-10-01,False,
140111,Coimbra,,Baltasar da Fonseca,,novid,Baltasar da Fonseca,Cânones,,0000-00-00,False,
273866,Fonte Arcada,,Baltasar Jacinto Cabral,Baltasar Jacinto Cabral de Gouveia e Castro,rep,Baltasar Jacinto Cabral de Gouveia e Castro,,,0000-00-00,False,
190407,Lisboa,,Baltasar José de Miranda Castro,,novid,Baltasar José de Miranda Castro,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
228179,Alhos Vedras,,Baltasar Limpo,Homem,add,Baltasar Limpo Homem,Cânones,,1556-07-01,False,
190445,,,Baltasar Limpo Homem,Limpo,cut,Baltasar Limpo,,,0000-00-00,False,
230857,Lisboa,,Baltasar Moreira,,novid,Baltasar Moreira,Artes,,0000-00-00,False,
230857,Lisboa,,Baltasar Moreira,,novid,Baltasar Moreira,Cursos jurídicos (Cânones ou Leis),,0000-00-00,False,
274553,Almalaguês,,Baltasar Neto Velez Caldeira,Castelo Branco,add,Baltasar Neto Velez Caldeira Castelo Branco,Cânones,José Ferreira Velez de Brito,0000-00-00,False,
274553,Coimbra,,Baltasar Neto Velez Caldeira,Castelo Branco,add,Baltasar Neto Velez Caldeira Castelo Branco,Cânones,José Ferreira Velez de Brito,0000-00-00,False,
168708,Almalaguez,,Baltasar Neto,Velez,add,Baltasar Neto Velez,,,0000-00-00,False,
214064,Almalaguês,,Baltasar Neto Velez,Neto,cut,Baltasar Neto,Cânones,,1694-10-01,False,
233663,Faro,,Baltasar Nunes Solis,Nunes,cut,Baltasar Nunes,,,0000-00-00,False,
213101,Setúbal,,Baltasar Salema,Baltasar Salema de Almeida Soares,rep,Baltasar Salema de Almeida Soares,,Rui Gil Magro de Almeida,0000-00-00,False,
199722,Boassas,,Baltasar Teixeira,Boassas,add,Baltasar Teixeira Boassas,Cânones,Baltasar Gonçalves,1607-11-07,False,
185825,Lamego,,Baltasar Teixeira de Boassas,Teixeira,cut,Baltasar Teixeira,Cânones,,1613-07-19,False,
190408,Amarante,,Baltasar Veloso de Castro,Veloso,cut,Baltasar Veloso,,,0000-00-00,False,
214711,São Gonçalo de Amarante,,Baltasar Veloso,Castro,add,Baltasar Veloso Castro,Cânones,Francisco Veloso,1573-00-00,False,
144373,Cumieira,,Baltasar Álvares,Mourão,add,Baltasar Álvares Mourão,Cânones,,0000-00-00,False,
273444,Lisboa,,Barlão José de Barros,Vasconcelos,add,Barlão José de Barros Vasconcelos,Leis,Alexandre da Fonseca Ribeiro,0000-00-00,False,
193185,Guarda,,Barnabé de Horta,Gouveia,add,Barnabé de Horta Gouveia,Teologia,,1565-07-14,False,
243716,Porto,,Bartolomeu de Almeida Ferraz,Ferraz de Almeida,add,Bartolomeu de Almeida Ferraz Ferraz de Almeida,Cânones,Miguel Ferraz Bravo,0000-00-00,False,
136778,Canedo,,Bartolomeu Bento de Azevedo da Mota Reimão,Azevedo,cut,Bartolomeu Bento de Azevedo,,,0000-00-00,False,
153675,Porto,,Bartolomeu Borges de Carvalho,Bartolomeu de Jesus,rep,Bartolomeu de Jesus,,,0000-00-00,False,
132613,Irlanda,,Bartolomeu Car,Lai,add,Bartolomeu Car Lai,Artes,,1602-03-16,False,
170337,Castelo Branco,,Bartolomeu Fernandes Ripado,Fernandes,cut,Bartolomeu Fernandes,Leis,Pedro Fernandes Cosme,1653-10-15,False,
250129,Castelo Branco,,Bartolomeu Fernandes,Ripedo,add,Bartolomeu Fernandes Ripedo,Leis,,1652-12-30,False,
178435,Ilha de São Miguel,,Bartolomeu Gomes,,novid,Bartolomeu Gomes,Cursos jurídicos (Cânones ou Leis),Francisco Vaz,0000-00-00,False,
178430,,,Bartolomeu Gomes,,novid,Bartolomeu Gomes,Artes,,0000-00-00,False,
189389,,,Bartolomeu Gonçalves Castelo Branco,Gonçalves e vide Vasconcelos,add,Bartolomeu Gonçalves Castelo Branco Gonçalves e vide Vasconcelos,,,0000-00-00,False,
232933,Bobadela,,Bartolomeu José Campos de Amaral Lobo,Bartolomeu José Lobo,rep,Bartolomeu José Lobo,,,0000-00-00,False,
194498,Idanha-a-Nova,,Bartolomeu José,Nunes Cardoso Giraldes,add,Bartolomeu José Nunes Cardoso Giraldes,,,0000-00-00,False,
195810,Irlanda,,Bartolomeu Lai,Car,add,Bartolomeu Lai Car,,,0000-00-00,False,
202438,Bragança,,Bartolomeu Leitão,Oliveira,add,Bartolomeu Leitão Oliveira,Artes,Filipe Ribeiro,1673-04-13,False,
188140,Vila de Rei,,Bartolomeu de Lemos Castelo Branco Brás,Castelo Branco,cut,Bartolomeu de Lemos Castelo Branco,,,0000-00-00,False,
181116,Brasil,,Bartolomeu Lourenço de Gusmão,Lourenço,cut,Bartolomeu Lourenço,,Francisco Lourenço,0000-00-00,False,
181116,Santos,,Bartolomeu Lourenço de Gusmão,Lourenço,cut,Bartolomeu Lourenço,,Francisco Lourenço,0000-00-00,False,
254160,,,Bartolomeu Lourenço,Gusmão,add,Bartolomeu Lourenço Gusmão,,,0000-00-00,False,
195091,Fafe,,Bartolomeu da Maia de Coimbra,Barros,add,Bartolomeu da Maia de Coimbra Barros,,,0000-00-00,False,
183302,Fafe,,Bartolomeu da Maia de,Coimbra Barros,add,Bartolomeu da Maia de Coimbra Barros,Cânones,,0000-00-00,False,
209285,Guimarães,,Bartolomeu Mendes de Vasconcelos,Bartolomeu de Vasconcelos,rep,Bartolomeu de Vasconcelos,Cânones,João Bartolos,0000-00-00,False,
206072,Guimarães,,Bartolomeu Mendes,Vasconcelos,add,Bartolomeu Mendes Vasconcelos,Cânones,João Bartolos,1610-10-13,False,
193222,Beja,,Bartolomeu Mestre Cochila,Mestre,cut,Bartolomeu Mestre,,Francisco Mestre,0000-00-00,False,
147111,Ilha da Madeira,,Bartolomeu Pacheco de Aragão,Pacheco,cut,Bartolomeu Pacheco,Cânones,,1651-01-05,False,
270604,Belém,,Bartolomeu Paulo Alves,Costa,add,Bartolomeu Paulo Alves Costa,,,0000-00-00,False,
232595,Marzagão,,Bartolomeu Pereira,Guterres,add,Bartolomeu Pereira Guterres,Leis,João Pereira,0000-00-00,False,
133737,Alvito,,Bartolomeu Ramos,Ramos,cut,Bartolomeu Ramos,,Francisco Fernandes,0000-00-00,False,
150534,Manteigas,,Bartolomeu Ribeiro Barbas,Robeiro,add,Bartolomeu Ribeiro Barbas Robeiro,Cânones,Francisco Ribeiro,1635-10-15,False,
159887,Vila do Conde,,Bartolomeu Ribeiro Vide Almeida,,novid,Bartolomeu Ribeiro Vide Almeida,,,0000-00-00,False,
159885,Manteigas,,Bartolomeu Ribeiro,Barbas,add,Bartolomeu Ribeiro Barbas,Cânones,,1637-10-15,False,
190410,Castela,,Bartolomeu Soares de Castro,,novid,Bartolomeu Soares de Castro,Cânones,,0000-00-00,False,
190410,Leão,,Bartolomeu Soares de Castro,,novid,Bartolomeu Soares de Castro,Cânones,,0000-00-00,False,
209281,Guimarães,,Bartolomeu de Vasconcelos,Mendes,add,Bartolomeu de Vasconcelos Mendes,Cânones,João Bertoles,1608-10-11,False,
196722,Lisboa,,Bartolomeu Álvares Correia,Álvares,cut,Bartolomeu Álvares,Cânones,Bartolomeu Álvares,1660-10-31,False,
266044,Porto,,Barão de Ancêde,Henrique Soares,add,Barão de Ancêde Henrique Soares,Direito,,1848-10-11,False,
308110,Fundais,,Basilio Alberto de Sousa Pinto,Sousa,cut,Basilio Alberto de Sousa,,,0000-00-00,False,
266074,Lisboa,,Basílio de Abreu e Andrade,Basílio de Almeida e Andrade,rep,Basílio de Almeida e Andrade,,,0000-00-00,False,
283671,Vacariça,,Basílio Cabral Botelho de Lacerda Lobo,Basílio Cabral de Lima Botelho de Lacerda,rep,Basílio Cabral de Lima Botelho de Lacerda,,,0000-00-00,False,
293119,,,Basílio Gonçalves Magro da Costa,Magro,cut,Basílio Gonçalves Magro,,,0000-00-00,False,
147585,Braga,,Batista de Araújo,Sousa,add,Batista de Araújo Sousa,,Batista de Araújo,0000-00-00,False,
296986,,,Batista Cardoso Seixas,Batista Cardoso Correia,rep,Batista Cardoso Correia,,,0000-00-00,False,
277673,Trancoso,,Batista Cardoso,Correia,add,Batista Cardoso Correia,,,0000-00-00,False,
310678,Nogueira do Cravo,,Batista Luís Valente,Correia,add,Batista Luís Valente Correia,,,0000-00-00,False,
208303,Penacova,,Batista de Macedo Varela,Macedo,cut,Batista de Macedo,,,0000-00-00,False,
188325,Ponte da Barca,,Belchior de Brito,Cação,add,Belchior de Brito Cação,Cânones,João de Lima,0000-00-00,False,
196728,Feira,,Belchior Correia,Belchior Vaz e vide Belchior Vaz Correia,rep,Belchior Vaz e vide Belchior Vaz Correia,,,0000-00-00,False,
138851,Leiria,,Belchior Dias,Preto,add,Belchior Dias Preto,Cânones,Lourenço Dias,1572-10-01,False,
138852,Leiria,,Belchior Dias,Preto,add,Belchior Dias Preto,Cânones,Gaspar Rebelo,0000-00-00,False,
250179,Sesimbra,,Belchior Fernandes,Soares,add,Belchior Fernandes Soares,Leis,Francisco Soares,0000-00-00,False,
206699,Elvas,,Belchior José Vaz de Carvalho do Couto,Vaz,cut,Belchior José Vaz,,,0000-00-00,False,
238735,Caldas da Rainha,,Melchior de Matos Pereira,Belchior de Matos Pereira,rep+,Belchior de Matos Pereira,,,0000-00-00,False,
171598,Caldas da Rainha,,Belchior de Matos,Pereira,add,Belchior de Matos Pereira,,,0000-00-00,False,
171604,Vila Viçosa,,Belchior de Matos,Rodrigues de Matos,repap,Belchior Rodrigues de Matos,Cânones,Manuel de Matos,1621-10-11,False,
171604,Vila Viçosa,,Belchior de Matos,Rodrigues de Matos,repap,Belchior Rodrigues de Matos,Leis,Manuel de Matos,1621-10-11,False,
252078,Tavarede,,Belchior Monteiro,Lobo,add,Belchior Monteiro Lobo,,Alexandre Dinis e Matos,0000-00-00,False,
153695,Vila Nova de Foz Côa,,Belchior Ramires de Carvalho,Ramires,cut,Belchior Ramires,Cânones,,0000-00-00,False,
136525,Vila Viçosa,,Belchior do Rego,Andrade,add,Belchior do Rego Andrade,Cânones,Inácio do Rego de Andrade,1620-11-06,False,
159889,Alvorninha,,Belchior Ribeiro,Araújo,add,Belchior Ribeiro Araújo,Medicina,,0000-00-00,False,
146018,Vila Viçosa,,Belchior do Rêgo de Andrade,Rêgo,cut,Belchior do Rêgo,,,0000-00-00,False,
253996,Celas,,Belchior Teixeira Loureiro,Teixeira,cut,Belchior Teixeira,Cânones,dom João Teixeira,1697-06-26,False,
144387,Penalva,,Belchior Álvares,Almeida,add,Belchior Álvares Almeida,Artes,,1555-02-04,False,
317668,Minho,,Benigno Maximo Rodrigues da Silva Velhinho,Belinho,add,Benigno Maximo Rodrigues da Silva Velhinho Belinho,Direito,António José Rodrigues Velhinho,1845-06-20,False,
317668,Viana,,Benigno Maximo Rodrigues da Silva Velhinho,Belinho,add,Benigno Maximo Rodrigues da Silva Velhinho Belinho,Direito,António José Rodrigues Velhinho,1845-06-20,False,
280556,Minho,,Benigno Máximo da Silva Rodrigues Belinho,Velhinho,add,Benigno Máximo da Silva Rodrigues Belinho Velhinho,Cursos jurídicos (Cânones ou Leis),António José Rodrigues Belinho,0000-00-00,False,
280556,Viana,,Benigno Máximo da Silva Rodrigues Belinho,Velhinho,add,Benigno Máximo da Silva Rodrigues Belinho Velhinho,Cursos jurídicos (Cânones ou Leis),António José Rodrigues Belinho,0000-00-00,False,
288365,Castelo de Vide,,Bento António Godinho de Carvalho,Godinho,cut,Bento António Godinho,,,0000-00-00,False,
232961,Estremoz,,Bento Barradas Lobo,Barradas,cut,Bento Barradas,,Francisco Barradas,0000-00-00,False,
151115,Coura,,Bento Barreiros,Costa,add,Bento Barreiros Costa,,Martinho Barreiros,0000-00-00,False,
239850,Lisboa,,Bento de Beja Perestrelo,Beja,cut,Bento de Beja,Cânones,,0000-00-00,False,
174788,Porto,,Bento da Costa de Oliveira,Sampaio,add,Bento da Costa de Oliveira Sampaio,Leis,Francisco da Costa de Oliveira,1717-10-01,False,
207742,Coimbra,,Bento da Cruz,Freire,add,Bento da Cruz Freire,,,0000-00-00,False,
165648,,,Bento da Espectação,Justiniano,add,Bento da Espectação Justiniano,Teologia,,1711-10-01,False,
194984,,,Bento da Expectação Justiniano,Expectação,cut,Bento da Expectação,Teologia,,1716-10-01,False,
189394,Almalaguês,,Bento Ferreira da Cruz Velez Castelo Branco,Cruz,cut,Bento Ferreira da Cruz,,,0000-00-00,False,
139161,Fanzeres,,Bento Ferreira Dias,Bento Luís Ferreira Dias,rep,Bento Luís Ferreira Dias,,,0000-00-00,False,
142763,Baía,,Bento Francisco Dias de Almeida,Dias,cut,Bento Francisco Dias,,,0000-00-00,False,
142763,Brasil,,Bento Francisco Dias de Almeida,Dias,cut,Bento Francisco Dias,,,0000-00-00,False,
292437,São Pedro do Sul,,"Bento de Gouveia Cardoso Pereira Corte Real,  vide Bento Gouveia",,novid,"Bento de Gouveia Cardoso Pereira Corte Real,  vide Bento Gouveia",,Manuel Cardoso de Gouveia Pereira Corte Real,0000-00-00,False,
214714,Tentúgal,,Bento Guardarrios Veloso,Guarda,cut,Bento Guarda,Cânones,,1685-06-15,False,
178135,Ourém,,Bento de Góis,,novid,Bento de Góis,Artes,,0000-00-00,False,
190483,Alquer,,Bento Homem,da Fonseca,add,Bento Homem da Fonseca,Teologia,,1691-10-01,False,
280966,,,Bento José Borges,Moura,add,Bento José Borges Moura,Cânones,,0000-00-00,False,
191832,Coimbra,,Bento José de Castro Jacome,Castro,cut,Bento José de Castro,,,0000-00-00,False,
288371,,,Bento José Henriques de Carvalho,Bento José Henriques,cut,Bento José Henriques,,,0000-00-00,False,
206015,Guimarães,,Bento José Lopes Pacheco,Bento José Lopes Teixeira,rep,Bento José Lopes Teixeira,Leis,,1762-10-01,False,
290613,Cabeçudos,,Bento José de Macedo Araújo e Castro,Araújo,cut,Bento José de Macedo Araújo,,,0000-00-00,False,
201165,Guardizela,,Bento José de Menezes Leborão de,Magalhães,add,Bento José de Menezes Leborão de Magalhães,Cânones,,1746-10-01,False,
201165,Santa Maria de,,Bento José de Menezes Leborão de,Magalhães,add,Bento José de Menezes Leborão de Magalhães,Cânones,,1746-10-01,False,
182678,Guardizela,,Bento José de Menezes Lobarão de Magalhães,Lobarão,cut,Bento José de Menezes Lobarão,,,0000-00-00,False,
227782,Évora,,Bento José da Rosa,e Sousa Farinha,add,Bento José da Rosa e Sousa Farinha,,,0000-00-00,False,
310540,Ourém,,Bento José Simões,Bento Lopes Simões,rep,Bento Lopes Simões,Cânones,Manuel Lopes,0000-00-00,False,
310540,Vilões,,Bento José Simões,Bento Lopes Simões,rep,Bento Lopes Simões,Cânones,Manuel Lopes,0000-00-00,False,
151313,Coimbra,,Bento de Lima Barreto,Lima,cut,Bento de Lima,,Pascoal de Lima,0000-00-00,False,
283672,Carvalhal de Moura,,Bento Lobo,Bento Lobo de Abranches,rep,Bento Lobo de Abranches,Cânones,João Lobo Osório do Amaral,0000-00-00,False,
147391,Viana,,Bento Maciel Aranha,Marcial,add,Bento Maciel Aranha Marcial,Cânones,Manuel Maciel,0000-00-00,False,
184939,Évora,,Bento Martins,Costa,add,Bento Martins Costa,,,0000-00-00,False,
235888,Vila Boa de Quires,,Bento Moreira Camelo de Sousa,Camelo,cut,Bento Moreira Camelo,,,0000-00-00,False,
230862,Baltar,,Bento Moreira,Barbosa,add,Bento Moreira Barbosa,Cânones,,1657-10-01,False,
230865,Porto,,Bento Moreira,Sampaio,add,Bento Moreira Sampaio,Cânones,,1706-10-01,False,
232615,Botão,,Bento Pereira,Melo,add,Bento Pereira Melo,,,0000-00-00,False,
286334,Caminha,,Bento Pita de Castro e Menezes,Castro,cut,Bento Pita de Castro,,,0000-00-00,False,
225583,Minas do Caete,,Bento do Rego Silva,Soutomaior,add,Bento do Rego Silva Soutomaior,,,0000-00-00,False,
231943,Coimbra,,Bento Soares,de Oliveira,add,Bento Soares de Oliveira,,,0000-00-00,False,
235867,Vouzela,,Bento de Sousa,Almeida,add,Bento de Sousa Almeida,,Manuel de Sousa e Almeida,0000-00-00,False,
212183,,,Bento de Sousa Lemos,Sousa,cut,Bento de Sousa,,,0000-00-00,False,
235860,Santa Comba,,Bento de Sousa,de Lima,add,Bento de Sousa de Lima,,,0000-00-00,False,
218356,Santa Comba de Seia,,Bento de Sousa de Lima,Sousa,cut,Bento de Sousa,Cânones,,1675-11-28,False,
235860,Seia,,Bento de Sousa,de Lima,add,Bento de Sousa de Lima,,,0000-00-00,False,
199757,Ilha da Madeira,,Bento Teixeira,Saldanha,add,Bento Teixeira Saldanha,,,0000-00-00,False,
186521,Lisboa,,Bento Viana Borralho,Vidua,add,Bento Viana Borralho Vidua,Cânones,Simão Boralho,1600-10-12,False,
215440,Lisboa,,Bento Viana,Borralho,add,Bento Viana Borralho,,,0000-00-00,False,
287524,São João da Pesqueira,,Bentos Alves Moreira,Bento Luís Alves Moreira,add,Bentos Alves Moreira Bento Luís Alves Moreira,Leis,Lourenço Lopes,0000-00-00,False,
225592,Torres Novas,,Bernardino Antunes da Silva,Antunes,cut,Bernardino Antunes,,,0000-00-00,False,
281444,Fervença,,Bernardino António Machado da Silveira Brandão,Silveira,cut,Bernardino António Machado da Silveira,,,0000-00-00,False,
287265,Vila Real,,Bernardino Cabral Teixeira de Morais,Teixeira,cut,Bernardino Cabral Teixeira,,,0000-00-00,False,
284607,Basto,,Bernardino Falcão de Magalhães,Pereira,add,Bernardino Falcão de Magalhães Pereira,Cânones,Gervásio Falcão de Magalhães Pereira,1748-04-03,False,
249343,Caminha,,Bernardino Francisco de Castro Pita,Pereira de Castro,add,Bernardino Francisco de Castro Pita Pereira de Castro,,,0000-00-00,False,
